Datum von;Datum bis;Biomasse [MWh] Berechnete Auflösungen;Wasserkraft [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige Erneuerbare [MWh] Berechnete Auflösungen;Kernenergie [MWh] Berechnete Auflösungen;Braunkohle [MWh] Berechnete Auflösungen;Steinkohle [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen;Sonstige Konventionelle [MWh] Berechnete Auflösungen
2017-11-07;2017-11-08;111200,00;46196,50;41011,50;108441,25;27300,25;5384,00;216531,75;412197,25;321149,75;130560,50;30738,00;39810,00
2017-11-08;2017-11-09;110698,00;45337,75;7484,00;61416,75;18330,75;5381,25;216531,50;398343,25;318214,75;143285,00;37484,00;41174,75
2017-11-09;2017-11-10;111371,00;43497,50;55985,50;141817,50;15288,25;5324,50;211634,25;394169,25;310681,00;127656,00;27752,75;39832,00
2017-11-10;2017-11-11;111852,75;41994,00;82305,00;537332,00;12772,50;5293,25;210451,75;348539,50;105094,75;77896,50;23978,00;35567,00
2017-11-11;2017-11-12;111553,50;42436,25;96974,50;451819,25;18164,00;5295,50;198919,00;336782,00;70679,75;57908,75;19096,75;34496,50
2017-11-12;2017-11-13;112437,25;49124,25;65550,50;178645,50;15730,75;5333,75;209876,25;398960,75;111142,50;49972,00;21943,25;35423,75
2017-11-13;2017-11-14;112729,00;49269,50;61802,75;151640,75;36999,25;5341,00;215788,00;409717,75;265878,25;92726,00;23459,00;37954,25
2017-11-14;2017-11-15;114494,75;48401,50;46214,00;245608,50;38772,00;5358,50;213212,50;407089,25;268458,00;92637,50;17665,50;37250,50
2017-11-15;2017-11-16;114658,00;50467,25;14564,50;88004,50;25803,00;5349,50;215995,25;382465,00;319629,00;129799,00;50377,00;38342,75
2017-11-16;2017-11-17;114819,25;49856,25;60639,50;110955,75;18145,00;5358,00;215282,50;377056,00;325126,75;127484,50;36119,25;40506,50
2017-11-17;2017-11-18;116247,00;47021,75;67140,00;134462,25;32918,75;5421,50;230541,00;395508,75;290017,50;95359,50;27033,75;37917,00
2017-11-18;2017-11-19;116378,75;43885,75;72806,50;523816,50;18878,50;5479,00;242097,50;307985,00;67405,75;60761,00;21011,50;34552,50
2017-11-19;2017-11-20;116012,00;41306,50;86459,50;637086,00;28649,75;5019,75;217921,75;214021,25;58661,50;44896,50;9029,50;32016,75
2017-11-20;2017-11-21;115153,50;41868,25;38331,00;356614,25;14912,00;5544,25;238569,50;348486,25;267417,25;94231,25;31887,00;36789,50
2017-11-21;2017-11-22;115463,00;44436,00;20643,25;287914,25;11239,75;5441,75;244333,75;374460,75;310366,50;121689,50;37223,50;37932,50
2017-11-22;2017-11-23;113459,75;43588,00;68444,00;513176,75;46148,00;5290,75;237590,75;354861,50;131376,75;72916,00;32741,25;34649,00
2017-11-23;2017-11-24;114521,50;42193,00;78523,00;654766,75;42046,00;5037,75;239626,50;352889,75;100029,50;53356,00;20371,00;33820,25
2017-11-24;2017-11-25;115785,00;40781,50;50805,00;280103,50;30441,25;5068,50;243357,00;405635,00;237429,50;75360,50;32627,50;35900,25
2017-11-25;2017-11-26;115130,50;41582,50;46089,25;178001,50;13553,75;5469,00;243449,25;416923,50;229459,25;54934,50;18783,50;35096,75
2017-11-26;2017-11-27;115370,00;42183,50;93399,00;503340,50;22587,75;5557,25;243507,50;336609,25;63815,25;44958,75;17495,50;34849,25
2017-11-27;2017-11-28;114927,75;40735,50;92405,00;644080,00;21983,00;5395,25;239504,00;344504,00;88669,25;65642,75;26772,75;35917,00
2017-11-28;2017-11-29;114773,50;42046,75;60493,25;475270,75;19658,50;5377,00;240681,75;367778,50;225638,75;89105,75;23667,75;37341,00
2017-11-29;2017-11-30;115098,50;42975,00;11962,50;95153,25;24153,50;5518,25;245864,25;421847,50;308021,25;153152,00;40595,50;38864,00
2017-11-30;2017-12-01;114888,00;45419,25;13227,00;52072,50;14313,75;5625,00;246437,50;432311,50;335186,50;160694,50;34318,25;39236,75
2017-12-01;2017-12-02;114965,25;45455,25;25302,50;29000,75;19265,50;5708,50;246394,75;425928,50;340772,25;144849,00;27524,25;38369,75
2017-12-02;2017-12-03;116833,50;42299,00;49683,00;68567,50;16459,50;5708,25;245915,50;408125,75;281575,25;68824,25;17192,50;37132,50
2017-12-03;2017-12-04;116506,75;38659,25;90597,00;286044,00;12410,75;5673,50;243777,25;408979,25;122839,25;56818,75;14795,00;34659,00
2017-12-04;2017-12-05;115195,25;37178,00;90270,25;387335,25;10746,75;5668,25;244556,25;404904,75;218506,00;72435,50;14651,00;36451,50
2017-12-05;2017-12-06;115119,75;37829,00;86261,50;517540,25;10951,25;5618,00;236136,50;377437,50;165783,50;80338,25;18284,75;32231,00
2017-12-06;2017-12-07;113835,75;37358,25;74294,50;558172,50;8008,25;5610,75;237215,25;327558,75;189535,25;85083,50;22575,75;31029,50
2017-12-07;2017-12-08;115026,50;37788,00;75366,00;653146,00;42996,00;5530,50;233341,50;341691,00;137199,00;82244,75;13951,50;33963,75
2017-12-08;2017-12-09;116337,25;39210,25;92877,25;565302,00;20502,50;5492,75;236863,25;358985,25;122390,00;84362,00;18070,50;33622,75
2017-12-09;2017-12-10;116726,25;38513,75;99864,25;609999,25;12342,75;5664,00;231743,00;308236,25;56358,00;60816,50;17321,50;33363,75
2017-12-10;2017-12-11;116575,00;37284,50;69428,25;552879,25;9921,25;5510,00;237427,00;332134,25;46201,75;55677,75;17974,50;34393,25
2017-12-11;2017-12-12;115649,75;40104,25;56602,50;360679,25;5666,50;5650,00;243291,00;402254,75;248285,75;91865,25;21448,50;36948,25
2017-12-12;2017-12-13;114584,75;47069,00;71876,75;520671,75;13248,00;5524,50;238465,75;366604,50;173923,75;77218,50;15808,75;36677,75
2017-12-13;2017-12-14;114856,50;46130,75;72517,75;630442,25;36879,25;5529,75;237970,25;333439,00;118433,75;67158,00;14661,00;36025,50
2017-12-14;2017-12-15;115339,00;44763,00;76560,25;611776,00;21028,25;5429,50;239163,75;320736,50;145671,25;74346,50;20040,75;36756,00
2017-12-15;2017-12-16;116302,50;46544,00;26462,75;160213,25;21653,00;5556,00;245162,50;390559,75;266884,50;111504,75;33496,25;38223,50
2017-12-16;2017-12-17;116605,50;44048,00;63008,50;206369,50;15902,50;5558,50;244008,25;386057,25;193799,50;66551,75;14649,50;35935,00
2017-12-17;2017-12-18;116567,00;41563,50;44780,00;206139,75;12620,00;5577,00;243525,25;385153,50;160938,00;64224,75;18445,50;35894,25
2017-12-18;2017-12-19;115722,25;44265,00;33518,50;111936,50;15896,75;5583,00;244782,00;388357,75;287953,75;131554,25;33355,00;38076,00
2017-12-19;2017-12-20;115440,75;46338,00;14555,75;85880,50;8795,75;5582,25;245003,75;393439,25;320754,50;146364,00;28291,75;39317,25
2017-12-20;2017-12-21;115664,75;45550,00;20747,25;63781,00;8798,25;5597,25;244269,00;400840,25;331001,25;143098,50;24164,50;38242,50
2017-12-21;2017-12-22;115613,75;43335,75;27291,00;233068,75;7311,25;5506,00;243673,75;394478,25;277756,75;104297,00;17460,50;36969,00
2017-12-22;2017-12-23;116379,75;43606,00;36408,00;191325,25;10065,75;5313,50;243182,00;383781,50;227609,00;72936,50;21434,50;35400,50
2017-12-23;2017-12-24;115414,75;45909,25;79716,50;643333,75;8447,75;4795,00;228960,50;184067,50;55956,75;35498,00;10751,75;31311,75
2017-12-24;2017-12-25;115176,75;39668,75;81371,00;722831,50;9948,75;4162,25;153512,75;114504,75;35816,25;23164,75;16186,00;28342,00
2017-12-25;2017-12-26;115302,50;38712,00;92113,25;497185,50;15763,50;4540,00;213454,50;179720,50;37817,75;26935,25;21674,75;29893,50
2017-12-26;2017-12-27;114557,75;38825,75;88155,25;623768,00;30922,50;4447,75;217358,00;183486,50;40885,00;28306,25;11319,25;29786,00
2017-12-27;2017-12-28;114860,25;38492,50;53698,75;346923,75;16531,25;5419,75;239218,00;287897,00;79438,00;41941,25;19173,75;33629,25
2017-12-28;2017-12-29;115354,00;39320,00;82777,50;410790,50;14350,75;5684,00;234819,50;296355,50;59548,00;58548,50;16379,00;33970,75
2017-12-29;2017-12-30;115922,25;38862,75;90671,75;494512,25;30537,25;5419,50;225829,25;281006,75;50012,25;51867,50;23090,50;34186,25
2017-12-30;2017-12-31;115840,25;39529,25;71053,50;638626,00;7464,75;4924,25;228012,50;202734,50;43705,75;34371,50;15822,50;30562,75
2017-12-31;2018-01-01;114394,50;43924,25;85147,50;632875,75;19980,00;4240,75;193231,00;155968,25;34404,00;25837,00;15737,50;28704,50
2018-01-01;2018-01-02;114527,00;40439,75;75969,00;613435,00;29486,00;4268,50;156724,25;199363,25;41482,75;63992,25;23552,00;30570,25
2018-01-02;2018-01-03;116100,50;40841,00;63497,50;395677,75;16325,75;5370,50;220838,75;346229,00;102323,75;113800,00;39666,75;34412,25
2018-01-03;2018-01-04;115527,75;42709,00;91808,75;825386,25;13103,25;5129,75;195912,50;241781,50;62061,25;88898,00;29645,75;34566,25
2018-01-04;2018-01-05;116167,00;45180,25;37370,50;555422,75;9263,50;5304,25;216736,50;311946,00;167961,00;109256,75;45128,25;34656,50
2018-01-05;2018-01-06;116471,50;45446,25;27849,75;515496,25;18380,00;5154,50;209575,25;330104,00;183418,75;119025,50;43035,00;32383,25
2018-01-06;2018-01-07;116144,50;44797,00;29257,25;173038,00;29154,50;4637,50;222618,50;379559,75;157074,50;103531,00;35368,75;31082,50
2018-01-07;2018-01-08;116347,75;41865,75;33866,00;350667,00;17001,00;4671,75;222074,25;360170,25;66560,50;92120,50;24396,00;31262,00
2018-01-08;2018-01-09;115819,25;41809,25;63118,25;475899,50;30372,00;5494,50;224668,75;401155,50;143659,50;136391,75;37926,75;33522,75
2018-01-09;2018-01-10;115715,75;46063,50;79408,25;457452,00;29452,75;5522,25;218569,75;383370,25;169046,75;146779,00;25291,50;33109,75
2018-01-10;2018-01-11;116332,50;47494,00;25973,25;130235,50;37828,75;5527,50;224074,00;419896,00;295355,50;188311,50;30285,75;33885,25
2018-01-11;2018-01-12;116424,25;47562,00;10964,75;24308,00;21015,75;5555,25;225169,75;421093,25;348594,50;234798,75;30885,50;34734,75
2018-01-12;2018-01-13;117030,75;48012,00;49457,00;78570,75;11010,50;5539,50;224486,50;409452,50;325887,50;202206,75;35152,00;33893,75
2018-01-13;2018-01-14;116587,75;45267,00;73133,75;253186,75;11431,00;5551,75;224009,00;410535,00;156956,50;127327,50;16652,25;32852,50
2018-01-14;2018-01-15;116504,25;42188,75;78299,00;315142,25;33246,75;5540,50;220176,75;394500,50;80470,25;116490,25;21083,75;31383,25
2018-01-15;2018-01-16;115864,25;42132,50;85285,50;634250,25;30273,75;5506,75;218935,00;349909,75;106647,00;127123,00;30523,75;32218,75
2018-01-16;2018-01-17;115824,00;44867,75;90000,25;597685,25;18544,50;5380,00;217157,50;349136,00;120815,75;118867,75;38185,00;32272,00
2018-01-17;2018-01-18;115499,00;48915,50;82366,00;570201,25;18862,50;5465,00;220035,50;386414,75;110538,50;125476,50;32690,50;32238,50
2018-01-18;2018-01-19;115654,50;48072,50;64893,50;630214,25;15810,50;5504,25;221479,75;354393,00;129575,25;120588,75;28472,75;32630,75
2018-01-19;2018-01-20;116819,00;50974,75;35775,25;262474,50;26535,50;5534,75;224696,50;404148,00;229273,50;178814,00;35776,50;33328,00
2018-01-20;2018-01-21;116049,00;48204,50;37278,25;179931,25;15012,75;5464,00;225316,25;420043,25;180833,75;129797,25;27201,75;33153,00
2018-01-21;2018-01-22;115350,25;45348,25;17739,75;82989,00;18297,00;5525,25;225862,50;418836,25;144694,00;63131,75;21774,75;32854,25
2018-01-22;2018-01-23;115390,00;46534,00;59321,50;253567,00;9660,50;5512,75;224850,50;392245,75;262090,00;172353,50;32187,00;34585,50
2018-01-23;2018-01-24;115396,50;48576,00;59174,75;315352,50;18981,25;5477,25;221668,75;383764,25;254013,00;160539,25;32520,25;33811,50
2018-01-24;2018-01-25;114551,75;45716,25;98304,25;658135,75;41025,25;5321,00;215635,00;341626,75;98753,25;103543,75;29435,75;32650,50
2018-01-25;2018-01-26;115545,00;44660,75;89517,25;331469,25;30154,75;5168,00;219532,00;374013,50;255019,75;152449,00;31708,25;32639,25
2018-01-26;2018-01-27;116559,00;46896,25;8033,25;45725,50;27650,75;5420,25;224416,75;410053,50;348485,50;187753,75;37909,75;36064,50
2018-01-27;2018-01-28;116489,75;45743,00;58273,00;223475,50;25557,75;5328,25;219381,50;396141,25;164187,25;113357,50;19189,00;33450,50
2018-01-28;2018-01-29;115684,50;41113,75;89077,75;749708,00;22198,75;4356,25;168162,50;169061,75;45038,50;67928,25;19481,25;30123,75
2018-01-29;2018-01-30;115939,50;42912,75;89651,50;803211,25;23738,75;4930,75;200812,25;253681,75;76287,75;96068,25;22234,00;31367,25
2018-01-30;2018-01-31;116618,75;45461,50;83154,75;401047,25;49857,50;5429,50;221033,00;330388,25;217955,25;155288,75;37375,25;33296,00
2018-01-31;2018-02-01;115912,25;45184,75;92803,25;603766,75;30906,25;5453,50;219739,50;361418,25;116582,75;121183,50;20645,25;33972,00
2018-02-01;2018-02-02;116369,75;45902,50;91295,50;432482,50;32594,00;5729,00;218468,00;381813,50;175137,25;140867,25;27988,75;30485,50
2018-02-02;2018-02-03;117032,75;46716,00;55182,75;311073,75;38071,00;5820,75;221569,25;408070,25;275753,00;162090,25;24715,50;32553,00
2018-02-03;2018-02-04;116831,50;44857,25;26731,50;85287,25;25097,25;5819,25;224624,50;404267,75;255810,50;169383,00;24493,75;33442,25
2018-02-04;2018-02-05;115940,25;42677,00;93955,50;154272,00;26188,50;5855,00;224359,00;414949,75;159125,25;141442,50;11813,75;31034,50
2018-02-05;2018-02-06;116404,50;43242,25;33879,75;170796,50;53301,25;5831,25;225896,00;434243,25;337748,50;231497,75;32537,25;31744,00
2018-02-06;2018-02-07;115800,00;45290,75;4849,00;91900,50;66492,25;5790,75;225530,25;434933,00;362363,75;256016,25;33740,00;28264,00
2018-02-07;2018-02-08;115537,50;46459,50;7193,75;48549,25;55938,25;5748,25;225581,50;429694,25;377364,25;263841,50;42769,25;27522,00
2018-02-08;2018-02-09;115486,50;45531,00;52355,25;33266,50;51719,25;5810,00;225205,75;422976,50;367156,75;254734,50;33588,25;29193,50
2018-02-09;2018-02-10;115979,25;43670,50;81998,00;128660,50;42353,75;5805,50;224951,00;409469,00;341306,75;198941,00;36322,50;29657,50
2018-02-10;2018-02-11;117250,00;42199,00;50335,00;106546,50;24428,50;5807,25;225384,50;402356,50;278995,25;173233,75;20835,00;29126,25
2018-02-11;2018-02-12;116121,75;38276,25;98181,00;523431,25;28514,75;5579,75;217613,00;272973,50;70768,50;115484,50;11149,00;27923,75
2018-02-12;2018-02-13;116087,50;37670,50;93650,25;383203,75;47378,50;5761,50;220492,25;350097,50;225936,50;152937,50;23089,00;29800,50
2018-02-13;2018-02-14;116596,25;40717,00;68547,75;193780,75;97674,75;5758,00;219165,25;397832,00;310411,25;177675,25;30626,00;29819,00
2018-02-14;2018-02-15;116267,25;40178,00;75246,50;234590,75;113512,25;5677,25;221784,75;395754,50;296281,25;182881,75;25120,50;31716,00
2018-02-15;2018-02-16;116382,25;39518,25;90552,25;421211,00;30741,75;5697,50;222771,75;367757,50;254252,25;160045,25;27855,75;31323,00
2018-02-16;2018-02-17;117993,25;43669,25;63301,25;272854,75;71702,50;5749,00;224584,25;356553,75;288833,75;187460,50;36058,00;32034,25
2018-02-17;2018-02-18;117903,25;46611,75;7095,50;69442,25;34461,75;5795,50;225741,25;381670,00;295608,25;175476,25;20508,25;31142,75
2018-02-18;2018-02-19;117033,75;43600,00;28333,00;91104,00;59637,25;5787,50;224955,25;405951,25;249753,75;132391,00;11413,75;29148,75
2018-02-19;2018-02-20;116923,25;43681,00;7517,75;58548,00;58917,25;5813,25;225976,75;436648,25;350199,25;219564,00;45382,75;30858,25
2018-02-20;2018-02-21;116991,25;47722,50;9255,75;94322,50;65834,00;5812,75;226022,25;436035,75;374977,25;244878,00;33365,75;31178,75
2018-02-21;2018-02-22;116486,25;44770,75;3814,00;146315,50;91726,75;5789,50;226655,75;429036,75;359062,25;237808,25;27832,50;33492,50
2018-02-22;2018-02-23;116938,75;41871,25;7712,00;250251,25;88681,00;5796,75;226457,25;426556,75;362733,75;192406,50;30026,75;32469,25
2018-02-23;2018-02-24;116890,25;41311,25;43694,00;311482,25;105663,25;5810,00;223542,75;423717,25;352175,50;159147,50;30677,75;32415,75
2018-02-24;2018-02-25;116011,00;38417,50;98352,75;483951,75;109932,25;5660,50;180130,75;332172,75;117969,75;123866,75;11696,00;29806,50
2018-02-25;2018-02-26;116904,25;36153,00;68550,75;285573,75;122087,75;5727,00;188914,75;395593,75;180925,75;127450,00;11748,50;29796,00
2018-02-26;2018-02-27;116233,25;36166,00;86765,25;311206,00;81629,00;5735,25;192119,00;424768,00;363134,50;160123,75;30667,25;30518,25
2018-02-27;2018-02-28;115547,00;38302,25;89729,75;240467,75;97963,75;5840,75;193437,75;419136,75;385306,25;174468,75;35072,50;30990,50
2018-02-28;2018-03-01;114290,25;37815,00;101436,25;453620,75;108252,00;5791,50;192774,00;395655,50;292040,75;149338,25;26406,75;30267,75
2018-03-01;2018-03-02;114462,50;35053,75;98888,25;627597,50;110481,25;5571,25;192222,00;353518,25;189714,75;135635,50;24214,50;28650,00
2018-03-02;2018-03-03;115823,75;36244,75;98108,25;438176,50;102090,75;5577,00;193156,25;405984,00;269309,75;131197,50;37686,50;27673,50
2018-03-03;2018-03-04;116108,25;36471,50;99327,50;321506,50;77040,25;5529,00;193753,00;423447,25;228370,00;116848,00;19923,75;30007,00
2018-03-04;2018-03-05;115059,00;33859,25;93668,50;308809,25;100455,25;5460,25;192004,00;401605,50;166495,50;107325,75;8181,25;30231,25
2018-03-05;2018-03-06;114038,75;35357,50;77318,00;232104,00;104489,25;5374,00;190049,50;402102,00;309189,00;148363,75;29961,25;30955,00
2018-03-06;2018-03-07;114024,00;39879,00;31447,50;109463,50;76481,00;5390,25;193229,50;408341,50;391371,00;205918,00;29578,50;28732,50
2018-03-07;2018-03-08;113139,00;40134,75;12500,00;140564,75;56922,50;5380,50;192870,00;405538,75;390723,25;202015,75;33640,00;29960,25
2018-03-08;2018-03-09;113898,00;38835,75;36414,50;430033,50;93282,50;5368,50;192723,25;396183,00;287873,75;117572,00;20173,00;32939,75
2018-03-09;2018-03-10;114675,25;35785,00;36689,00;339557,25;71754,25;5342,75;191663,00;379237,50;270690,75;129064,25;31374,50;32630,50
2018-03-10;2018-03-11;113869,75;35158,25;66654,50;225285,75;56037,00;5340,25;192052,00;383120,25;147306,00;102581,25;13016,50;32520,25
2018-03-11;2018-03-12;112531,00;35178,50;58556,75;189433,00;84286,50;4988,50;191210,00;357112,50;76962,25;84335,00;14514,75;30612,75
2018-03-12;2018-03-13;113186,25;40655,75;5677,00;187575,00;49397,75;5121,00;192127,00;389047,50;283484,00;122293,25;39860,75;31383,50
2018-03-13;2018-03-14;108176,25;42606,00;34041,50;398094,50;52338,50;5107,00;192220,50;385104,75;293562,00;109370,25;21463,00;27965,00
2018-03-14;2018-03-15;111830,75;44101,50;25667,50;122363,00;71454,00;5399,25;192952,25;390451,50;359976,00;123628,00;36862,50;31415,00
2018-03-15;2018-03-16;112707,50;41286,00;86757,75;548587,00;108585,25;5358,50;189653,50;316327,25;103568,50;113029,25;23124,25;29598,25
2018-03-16;2018-03-17;113203,50;42794,00;50940,50;531493,00;48726,00;5370,75;186379,75;302698,00;143159,00;124086,25;39325,50;29537,25
2018-03-17;2018-03-18;112128,00;39908,50;55327,75;728820,25;52766,75;5271,25;181580,50;176932,50;87972,50;85953,25;19670,25;27920,25
2018-03-18;2018-03-19;110885,25;36110,50;62768,75;688897,25;82333,50;4964,50;170628,00;194634,00;94270,50;79847,50;13761,25;26496,00
2018-03-19;2018-03-20;104507,00;37340,00;42928,25;207357,25;119135,25;5288,25;191699,25;379517,50;343819,25;159439,75;49102,50;28027,25
2018-03-20;2018-03-21;103968,00;37463,00;59531,00;284194,25;99836,00;5362,50;192185,75;381395,75;358322,00;170000,75;35936,00;28882,25
2018-03-21;2018-03-22;104902,25;35239,75;48032,00;146134,00;135522,25;5332,75;191039,00;402140,00;350205,00;194620,75;39679,00;28125,25
2018-03-22;2018-03-23;107461,50;33896,50;55413,50;355635,50;56306,50;5362,00;208527,50;389071,25;293865,25;165899,00;32826,25;27910,50
2018-03-23;2018-03-24;108519,75;34778,25;41684,50;56714,25;44664,50;5368,25;223702,75;394586,50;377462,25;196575,50;34207,50;29849,25
2018-03-24;2018-03-25;108375,50;32353,50;11687,25;60391,00;144547,75;5371,75;223657,75;380751,00;345206,25;124040,50;14416,00;30228,50
2018-03-25;2018-03-26;102385,00;29464,50;3505,50;32312,00;158680,75;5065,00;213668,50;362525,00;248976,75;98689,75;13095,75;28442,50
2018-03-26;2018-03-27;109795,50;31520,25;7131,75;57527,75;72805,25;5345,75;222008,75;392260,75;370476,75;185054,75;34060,75;29199,75
2018-03-27;2018-03-28;113985,25;32420,75;20384,00;88009,75;112027,00;5286,75;221275,50;379665,75;379591,00;181534,50;29410,25;30174,75
2018-03-28;2018-03-29;114219,25;33153,25;91634,75;334831,00;46284,00;5388,00;221403,25;374161,75;281685,50;140735,75;22470,75;30568,75
2018-03-29;2018-03-30;109794,00;37126,25;31142,25;343676,75;95124,75;5352,50;221330,25;372002,25;256523,25;97678,25;28162,00;29646,75
2018-03-30;2018-03-31;113798,25;38822,00;81847,75;238937,75;145949,75;5235,25;205598,25;315180,00;108328,50;84254,50;16495,50;28905,00
2018-03-31;2018-04-01;112974,25;39403,00;91887,75;224863,75;74109,50;5331,50;219249,50;296541,75;65524,00;90147,25;28380,50;30474,50
2018-04-01;2018-04-02;112628,50;39557,25;29489,00;334114,00;73510,50;5721,75;187511,50;239880,50;64130,00;81869,75;13658,50;30820,75
2018-04-02;2018-04-03;112942,75;38322,00;39235,25;187159,00;151579,00;5563,75;186642,00;300204,50;65260,25;81496,25;21235,75;30519,25
2018-04-03;2018-04-04;111639,25;38045,75;75284,00;346171,75;142941,75;5315,50;185684,25;348417,75;147093,00;99200,50;33993,75;31241,25
2018-04-04;2018-04-05;110447,25;40923,00;51693,50;305878,00;138517,50;4740,75;184660,75;380001,25;175857,25;106760,25;36596,50;30506,50
2018-04-05;2018-04-06;112027,00;44605,50;82853,25;562915,25;98874,25;5002,25;185499,75;349786,25;117312,50;91245,50;26322,75;30480,75
2018-04-06;2018-04-07;112720,00;44084,75;55710,00;254059,75;216115,25;5342,50;185523,25;356360,25;127001,25;45608,25;27662,75;30555,50
2018-04-07;2018-04-08;112478,00;41725,50;73927,50;384574,25;212637,00;4767,00;183389,25;254395,00;40737,00;31497,25;19884,75;29842,50
2018-04-08;2018-04-09;109706,00;42812,00;13443,00;171417,25;197088,50;4767,25;184188,00;289303,00;101627,25;72212,25;13408,75;30766,00
2018-04-09;2018-04-10;106689,50;46101,25;39997,00;98408,00;145757,75;4578,50;183588,50;385350,75;235941,75;119736,75;41249,75;30545,75
2018-04-10;2018-04-11;106111,00;45872,00;100207,00;320466,00;155789,50;4611,25;179624,00;378545,75;164769,50;34032,75;16965,50;29800,25
2018-04-11;2018-04-12;105867,50;46425,75;100830,00;310695,50;150465,75;4604,50;179902,25;379646,75;168511,00;48574,25;27481,75;31208,25
2018-04-12;2018-04-13;107802,25;46128,00;106888,25;375763,25;142465,25;4612,50;182697,75;355928,00;134721,75;86008,00;37762,25;31391,50
2018-04-13;2018-04-14;108344,00;45456,50;50246,00;268065,75;85509,00;4612,25;182716,25;373492,75;213868,50;95330,75;35349,00;31221,50
2018-04-14;2018-04-15;109164,25;44114,75;40130,50;223508,50;156291,25;4063,25;182367,75;358461,50;135572,25;61212,50;24372,50;27931,75
2018-04-15;2018-04-16;108375,75;43362,50;11828,25;52700,25;142177,50;4053,75;180826,50;373385,00;115016,75;58485,50;9676,25;27711,75
2018-04-16;2018-04-17;107560,00;45821,25;23010,75;58693,75;101678,00;4574,50;182326,75;390485,00;313661,50;114227,00;38125,00;29781,75
2018-04-17;2018-04-18;107586,00;48951,25;41869,50;52663,50;195009,25;4646,00;182067,75;396484,75;308699,75;102457,25;26119,75;35280,75
2018-04-18;2018-04-19;106081,50;49162,25;37204,75;66434,50;213960,75;4519,50;181179,00;403452,75;286755,25;93963,50;27258,25;31103,25
2018-04-19;2018-04-20;105528,50;50564,00;43681,75;152047,75;214802,75;4370,00;180065,50;404935,25;215654,00;90729,25;26989,75;33114,75
2018-04-20;2018-04-21;105758,00;52102,50;45249,00;156295,75;212345,00;4393,50;179714,75;379216,25;198022,00;83278,50;30756,00;29280,00
2018-04-21;2018-04-22;108280,25;53641,75;17021,50;74437,50;208750,25;4356,00;158017,25;344319,25;71227,00;51498,00;19859,50;28577,75
2018-04-22;2018-04-23;101694,25;52919,75;41919,75;121535,00;197442,75;4429,50;152182,75;252722,25;51022,25;48384,50;13873,25;29735,25
2018-04-23;2018-04-24;100422,00;54034,75;70171,00;325683,50;139109,25;4396,00;152635,00;333732,00;122265,25;73706,50;30021,75;30346,75
2018-04-24;2018-04-25;101200,50;54198,00;83053,50;297773,75;142092,25;4651,75;153607,50;352115,50;118791,00;71359,25;26333,50;31011,50
2018-04-25;2018-04-26;100972,75;54417,25;56369,00;460703,50;138714,00;4551,25;152784,50;318192,25;85795,25;58951,25;26925,50;31212,25
2018-04-26;2018-04-27;102212,75;54659,00;77331,75;373633,50;137872,25;4841,50;156066,00;365300,50;107109,25;68458,50;32153,75;32310,00
2018-04-27;2018-04-28;103662,50;55387,25;31881,00;135056,00;206520,50;4847,50;154564,25;371517,25;128304,25;78959,75;34324,50;30131,25
2018-04-28;2018-04-29;103497,50;54262,25;25967,50;162031,75;178732,75;4622,25;155127,50;322619,50;65391,75;64689,25;29085,75;29957,00
2018-04-29;2018-04-30;106755,00;54332,75;31822,50;149631,25;188282,50;4004,25;144296,25;261854,25;44858,75;48042,75;16848,75;27975,25
2018-04-30;2018-05-01;110633,75;54759,50;93820,00;523393,25;152013,25;4037,75;141907,75;178440,75;41440,75;59467,75;37454,25;25392,00
2018-05-01;2018-05-02;111828,50;52645,25;54476,75;527945,00;149879,75;4168,50;135055,75;176822,75;42898,75;50599,00;18267,50;23592,50
2018-05-02;2018-05-03;111814,75;53898,50;62537,50;145330,50;160143,00;4868,25;176650,25;329620,25;194411,75;81501,75;29346,25;26701,75
2018-05-03;2018-05-04;110465,75;52849,00;27180,00;161546,75;169955,50;4877,25;154010,50;341984,50;223390,75;84765,00;26136,50;28171,50
2018-05-04;2018-05-05;111494,50;54022,25;4742,25;145579,25;201184,50;4827,25;154433,75;340373,25;208270,00;84336,00;29852,00;28375,25
2018-05-05;2018-05-06;111434,75;54614,50;6649,25;201066,00;223943,75;4766,50;153795,75;317967,00;51430,75;60442,25;21708,50;27667,50
2018-05-06;2018-05-07;110875,75;52355,75;25942,50;204271,25;239474,25;4526,25;155796,50;242238,50;44494,00;52944,25;21402,50;26436,75
2018-05-07;2018-05-08;110006,00;54217,50;35258,25;202961,25;237925,25;4532,00;183479,75;321583,75;101310,00;65586,50;34175,25;21741,25
2018-05-08;2018-05-09;109552,75;56201,25;59562,75;252805,50;238656,75;4396,75;178490,25;335622,50;92076,75;62712,25;30960,50;25882,00
2018-05-09;2018-05-10;108590,00;54257,75;51754,50;177999,00;210975,50;4391,25;182950,25;350163,00;100518,00;73096,50;40171,50;27780,50
2018-05-10;2018-05-11;108860,50;54429,00;42313,50;210060,25;146354,75;4293,25;183153,75;309030,75;40094,50;49577,75;10757,00;28206,50
